p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
RPS20	0.0097534304445008	0.123227085180846	0.981	0.979	1	COPD	RPS20
TXNIP	2.01475288462177e-47	0.672492033098565	0.976	0.895	4.92022801953484e-43	healthy	TXNIP
CFD	1.15854559081242e-36	0.909235135678935	0.706	0.469	2.829284187323e-32	healthy	CFD
COL1A1	8.38459756413127e-34	0.626657933560506	0.817	0.606	2.0476025711365e-29	healthy	COL1A1
MFAP5	1.65221071764827e-29	0.985260270054695	0.376	0.119	4.03486379356885e-25	healthy	MFAP5
ITM2A	3.80360290573089e-29	0.516144434752	0.418	0.156	9.2887786560854e-25	healthy	ITM2A
LRP1	8.97951850498423e-28	0.387632707545946	0.833	0.654	2.1928882141022e-23	healthy	LRP1
CADM3	1.71837007887575e-27	0.45826028822035	0.327	0.091	4.19643156962246e-23	healthy	CADM3
GSN	1.71848823559902e-26	0.516817779587117	0.953	0.915	4.19672012015637e-22	healthy	GSN
DCN	2.78696257739226e-26	0.497891777092945	0.949	0.759	6.80604131024964e-22	healthy	DCN
FBLN1	4.73352911457478e-25	0.5152106443591	0.828	0.59	1.15597514507031e-20	healthy	FBLN1
LEPR	6.91799349545892e-21	0.577762901161377	0.549	0.33	1.68944319152602e-16	healthy	LEPR
CD34	3.62565846147311e-19	0.527988401408227	0.516	0.326	8.85422052876349e-15	healthy	CD34
IGSF10	7.98373324188752e-19	0.325333500362018	0.403	0.194	1.94970749500135e-14	healthy	IGSF10
IGFBP6	1.05455293001334e-18	0.465850893398535	0.563	0.368	2.57532371038558e-14	healthy	IGFBP6
COL1A2	2.11184014643227e-18	0.277341193191126	0.919	0.75	5.15732482160225e-14	healthy	COL1A2
ADAMTSL4	1.14227256264359e-17	0.320247316253272	0.303	0.122	2.7895438252319e-13	healthy	ADAMTSL4
COL6A2	1.53646087331115e-17	0.310677269682709	0.845	0.704	3.75219109871317e-13	healthy	COL6A2
CD99	1.66562048963886e-16	0.280067947845598	0.806	0.69	4.06761179774705e-12	healthy	CD99
TIMP2	2.88598962894413e-16	0.28289514059403	0.955	0.876	7.04787527284447e-12	healthy	TIMP2
LTBP4	4.2912186945754e-16	0.292651271517221	0.693	0.52	1.04795851740226e-11	healthy	LTBP4
CD81	5.08169197361788e-16	0.230186905394828	0.982	0.933	1.24099999687722e-11	healthy	CD81
SLIT2	1.90456588923081e-15	0.270621687007239	0.753	0.563	4.65114035809056e-11	healthy	SLIT2
SCARA5	2.22647965493633e-15	0.382835176265819	0.527	0.329	5.43728596532002e-11	healthy	SCARA5
MMP2	3.75984822018791e-15	0.196962036245652	0.827	0.592	9.1819253385209e-11	healthy	MMP2
GAS7	1.01817007614911e-14	0.337658482260268	0.473	0.288	2.48647314296373e-10	healthy	GAS7
SFRP2	1.14804727552985e-14	0.280819702980285	0.54	0.34	2.80364625157145e-10	healthy	SFRP2
HTRA3	1.76049489618717e-14	0.378652696285004	0.409	0.222	4.29930458597868e-10	healthy	HTRA3
FAXDC2	3.97176681741748e-14	0.256966840922349	0.413	0.239	9.69945174481523e-10	healthy	FAXDC2
NBL1	4.22200423852301e-14	0.281204335673169	0.842	0.703	1.0310556550897e-09	healthy	NBL1
STIM1	5.12368050357503e-14	0.226101123712383	0.346	0.174	1.25125401577806e-09	healthy	STIM1
ABCA8	1.54194840683769e-13	0.272917577060696	0.6	0.427	3.76559220433832e-09	healthy	ABCA8
PMP22	1.76600833765321e-13	0.269398445264495	0.765	0.651	4.31276896138291e-09	healthy	PMP22
COL6A1	2.96337345602446e-13	0.286786287557186	0.826	0.717	7.23685431695734e-09	healthy	COL6A1
MRC2	3.04041885798434e-13	0.236064762259394	0.585	0.397	7.42500689308355e-09	healthy	MRC2
C1QTNF3	7.80930403103259e-13	0.282238582665965	0.321	0.158	1.90711013741847e-08	healthy	C1QTNF3
CD248	1.72101623442757e-12	0.291425199716682	0.318	0.163	4.20289374609556e-08	healthy	CD248
SPTBN1	1.82851503112695e-12	0.246814749510922	0.819	0.707	4.46541655751512e-08	healthy	SPTBN1
SPARCL1	2.62893333883619e-12	0.21518019958209	0.968	0.84	6.42011810677186e-08	healthy	SPARCL1
TNXB	3.08575766185035e-12	0.321867929636681	0.535	0.366	7.53572878600474e-08	healthy	TNXB
FSTL1	5.69453037604336e-12	0.505358188309335	0.74	0.637	1.39066126313355e-07	healthy	FSTL1
PI16	1.06902730126129e-11	0.336045045082602	0.396	0.218	2.6106715724102e-07	healthy	PI16
COLEC12	1.20384988679197e-11	0.267344989875645	0.508	0.34	2.93992180853468e-07	healthy	COLEC12
SCGB1A1	2.00898645509385e-11	0.140962968598456	0.15	0.291	4.9061458219847e-07	healthy	SCGB1A1
TAGLN2	2.14893677257413e-11	0.198070151455263	0.928	0.845	5.24791849230327e-07	healthy	TAGLN2
ISLR	2.66881645520759e-11	0.235675083183012	0.67	0.513	6.51751666526246e-07	healthy	ISLR
OLFML3	4.6397178566157e-11	0.21154965497809	0.634	0.454	1.13306549776412e-06	healthy	OLFML3
NEAT1	5.89127414395901e-11	0.427600837613856	0.726	0.642	1.43870805869623e-06	healthy	NEAT1
PSAP	6.95633113632593e-11	0.175609981347984	0.997	0.977	1.69880562680215e-06	healthy	PSAP
PDGFRL	7.21978763273931e-11	0.291533683824951	0.36	0.218	1.76314433779127e-06	healthy	PDGFRL
TGFBR3	7.60843173798132e-11	0.314870267520352	0.557	0.43	1.85805511473242e-06	healthy	TGFBR3
CST3	8.04302641490158e-11	0.271626012094186	0.96	0.945	1.96418748078311e-06	healthy	CST3
S100A4	1.02839244154318e-10	0.225835821950694	0.883	0.765	2.51143718149261e-06	healthy	S100A4
SH3BGRL3	1.83057716813225e-10	0.177540977727225	0.672	0.501	4.47045250229576e-06	healthy	SH3BGRL3
CCDC80	2.61582174886485e-10	0.349139458594085	0.712	0.634	6.38809829290284e-06	healthy	CCDC80
PLAC9	2.92899805615304e-10	0.268194834286694	0.545	0.407	7.15290615293134e-06	healthy	PLAC9
SELENOP	2.94752459712721e-10	0.234367785173403	0.864	0.731	7.19814981864436e-06	healthy	SELENOP
PRELP	3.0186031869679e-10	0.203943070386391	0.879	0.737	7.37173084289431e-06	healthy	PRELP
COL3A1	5.02654758896101e-10	0.339868501722188	0.687	0.552	1.22753318670017e-05	healthy	COL3A1
ZNF503	7.05162891425823e-10	0.213372471816249	0.399	0.255	1.722078297151e-05	healthy	ZNF503
HIC1	1.15326742231356e-09	0.20530117797384	0.321	0.183	2.81639437203195e-05	healthy	HIC1
FN1	1.33225083793323e-09	0.435067643624134	0.76	0.638	3.25348977131673e-05	healthy	FN1
AHNAK	1.83978147242384e-09	0.225349451618845	0.982	0.961	4.49293033380626e-05	healthy	AHNAK
PID1	1.87193047292462e-09	0.194948963337305	0.424	0.277	4.57144140792921e-05	healthy	PID1
ANXA2	2.10439373085372e-09	0.224451651169492	0.903	0.831	5.13913993011787e-05	healthy	ANXA2
S100A10	2.26947015237025e-09	0.135054728849696	0.639	0.487	5.5422730591034e-05	healthy	S100A10
SFTPC	2.92157681810415e-09	0.644204806942957	0.386	0.247	7.13478274749214e-05	healthy	SFTPC
ADD3	2.95714746682516e-09	0.25346589773868	0.604	0.488	7.22164982873372e-05	healthy	ADD3
FBN1	4.3773450778029e-09	0.512245070420217	0.487	0.357	0.000106899144145025	healthy	FBN1
UAP1	5.0519269832057e-09	0.243632383701952	0.289	0.164	0.000123373108856866	healthy	UAP1
ABCA10	5.30857053775358e-09	0.179369418582849	0.268	0.146	0.00012964060110248	healthy	ABCA10
IGFBP5	5.57100396897858e-09	0.266054706081317	0.593	0.454	0.000136049487926426	healthy	IGFBP5
METTL7A	5.69754310248261e-09	0.222934669436152	0.698	0.613	0.000139139700105728	healthy	METTL7A
PCOLCE2	7.49447679958299e-09	0.339761033424915	0.352	0.228	0.000183022617922616	healthy	PCOLCE2
CHRDL1	8.86939846684165e-09	0.154929174077375	0.697	0.521	0.00021659957995874	healthy	CHRDL1
LAPTM4A	9.86552230985272e-09	0.18679576331844	0.929	0.9	0.000240925920328913	healthy	LAPTM4A
FBLN2	1.15905096875066e-08	0.195259688356065	0.559	0.402	0.000283051837078599	healthy	FBLN2
APP	4.69907861156892e-08	0.251461754908969	0.759	0.715	0.00114756198773125	healthy	APP
IGF2	5.05411502540572e-08	0.150607211525634	0.479	0.304	0.00123426543035433	healthy	IGF2
SERPING1	5.16519872285795e-08	0.156340453878015	0.984	0.973	0.00126139318010914	healthy	SERPING1
RPS26	8.28832583969651e-08	0.164369678425868	0.564	0.433	0.00202409205331229	healthy	RPS26
AOX1	9.19461415390993e-08	0.200110563333587	0.452	0.319	0.00224541672252634	healthy	AOX1
PAMR1	1.31017104391933e-07	0.140586553332695	0.253	0.139	0.00319956870635541	healthy	PAMR1
PIK3IP1	1.42170724945054e-07	0.156519097192641	0.295	0.18	0.00347195127388317	healthy	PIK3IP1
NFIA	1.44061004755184e-07	0.228974121133412	0.644	0.585	0.00351811379712634	healthy	NFIA
ADH1B	1.44527398161622e-07	0.153683038032344	0.893	0.779	0.00352950359050496	healthy	ADH1B
ACKR3	1.54261069798685e-07	0.27176128602201	0.327	0.21	0.00376720958555368	healthy	ACKR3
CTSK	1.72891587854179e-07	0.128600017249194	0.496	0.338	0.00422218546698691	healthy	CTSK
NCOR2	1.73804130517068e-07	0.171268378491378	0.395	0.275	0.00424447067135731	healthy	NCOR2
ALDH2	1.85613501468986e-07	0.192408353890767	0.763	0.689	0.00453286731937411	healthy	ALDH2
SESTD1	2.66913555410109e-07	0.177283027894233	0.289	0.182	0.00651829593667028	healthy	SESTD1
S100A11	2.69372669582162e-07	0.186483014456659	0.699	0.574	0.00657834996386597	healthy	S100A11
EBF1	3.744589341169e-07	0.202329816255617	0.403	0.285	0.00914466163006881	healthy	EBF1
THY1	3.7893634469093e-07	0.282138550335171	0.357	0.243	0.00925400447369719	healthy	THY1
DPYSL3	3.88291113034839e-07	0.191822369541168	0.592	0.476	0.00948245727142381	healthy	DPYSL3
ABLIM1	3.91937041502517e-07	0.241133254558789	0.376	0.268	0.00957149449053296	healthy	ABLIM1
CNTFR	5.62518352360433e-07	0.154576849859617	0.274	0.164	0.0137372606829941	healthy	CNTFR
OAF	5.7707435957865e-07	0.159797933928713	0.443	0.316	0.0140927329352702	healthy	OAF
PLTP	5.86113078883404e-07	0.194688498219553	0.64	0.541	0.0143134674994116	healthy	PLTP
VCAN	5.89593908151179e-07	0.152101525661273	0.369	0.238	0.01439847283096	healthy	VCAN
RBP1	6.70334387633744e-07	0.127535399659542	0.27	0.163	0.0163702360804037	healthy	RBP1
SFRP1	7.10228828988296e-07	0.164480963764944	0.354	0.224	0.0173444982327232	healthy	SFRP1
FYN	9.17376398500237e-07	0.168617601341908	0.298	0.192	0.0224032490277743	healthy	FYN
LHFPL6	1.19415398860583e-06	0.169754761473441	0.688	0.567	0.0291624345557431	healthy	LHFPL6
OMD	1.40660458617854e-06	0.216385012460923	0.375	0.26	0.0343506905990661	healthy	OMD
H3F3B	1.60869068868625e-06	0.168523125881838	0.981	0.966	0.0392858353084069	healthy	H3F3B
C3	1.79917877688093e-06	0.229981421290284	0.688	0.571	0.0439377449102091	healthy	C3
LAMA2	2.26783168075929e-06	0.16891674918942	0.456	0.336	0.0553827174758226	healthy	LAMA2
RTN4	2.50581862034552e-06	0.137390510969793	0.899	0.864	0.061194596527458	healthy	RTN4
APCDD1	2.88535900015018e-06	0.115148607826133	0.304	0.194	0.0704633521426675	healthy	APCDD1
LGALS3BP	2.97144985664161e-06	0.165417690909036	0.702	0.631	0.0725657769490447	healthy	LGALS3BP
OGN	3.8256617861351e-06	0.220472107829318	0.617	0.502	0.0934264864792052	healthy	OGN
UBB	4.80470078356724e-06	0.153067842688426	0.843	0.795	0.117335597835495	healthy	UBB
TFPI	6.24474742720076e-06	0.15169113280708	0.591	0.48	0.15250297691967	healthy	TFPI
SFTPB	7.51164356293619e-06	0.489828622623511	0.419	0.304	0.183441847450465	healthy	SFTPB
MT-ND5	1.21820588373987e-05	0.112105194806368	1	0.997	0.297498058868114	healthy	MT-ND5
C1S	1.29908653159601e-05	0.148854740993547	0.878	0.79	0.317249921881062	healthy	C1S
CD55	1.4066703554474e-05	0.367990171539353	0.391	0.31	0.34352296750381	healthy	CD55
CLU	1.73668177183548e-05	0.192115904317788	0.76	0.679	0.424115055499943	healthy	CLU
SOD3	1.76476957332876e-05	0.17290302259777	0.729	0.645	0.430974377502616	healthy	SOD3
RUNX1T1	2.59757144816503e-05	0.148954450498499	0.324	0.233	0.634352923356383	healthy	RUNX1T1
SEMA3C	3.198552380151e-05	0.423430465940027	0.309	0.23	0.781118476756675	healthy	SEMA3C
AES	3.36575132333866e-05	0.136034940623303	0.569	0.482	0.821950130672535	healthy	AES
PDGFRA	3.5919334390584e-05	0.109667792144839	0.54	0.418	0.877186065152452	healthy	PDGFRA
GPNMB	3.67269329994415e-05	0.178877905607191	0.583	0.501	0.896908430779362	healthy	GPNMB
MALAT1	4.0312287625059e-05	0.158405137046476	0.995	0.987	0.984466376091567	healthy	MALAT1
MFAP4	4.31407043023348e-05	0.105976868667605	0.917	0.754	1	healthy	MFAP4
PROS1	4.40776438671536e-05	0.128039005892678	0.253	0.169	1	healthy	PROS1
MXRA8	5.31824165338849e-05	0.113352240208944	0.481	0.372	1	healthy	MXRA8
ITM2B	5.57529517225912e-05	0.11209752789499	0.989	0.967	1	healthy	ITM2B
NEGR1	6.86761947543006e-05	0.144861713985284	0.37	0.277	1	healthy	NEGR1
VEGFA	8.45038112885798e-05	0.123817301854995	0.34	0.252	1	healthy	VEGFA
FHL1	9.05363039950598e-05	0.140103723241529	0.785	0.725	1	healthy	FHL1
KREMEN1	0.000100271079340209	0.137676465673704	0.306	0.221	1	healthy	KREMEN1
HERPUD1	0.000107920010842925	0.159309503611902	0.622	0.557	1	healthy	HERPUD1
UGDH	0.000122518354263516	0.137832354693509	0.266	0.185	1	healthy	UGDH
SH3BP5	0.000129322160752827	0.11506991104479	0.282	0.196	1	healthy	SH3BP5
TPPP3	0.000138635705487094	0.159131314017703	0.27	0.189	1	healthy	TPPP3
TNFAIP2	0.000154771601243068	0.174807829324832	0.446	0.366	1	healthy	TNFAIP2
PIK3R1	0.000156930907572799	0.146293076878126	0.683	0.64	1	healthy	PIK3R1
RBPJ	0.000157389400370466	0.141216884888797	0.41	0.327	1	healthy	RBPJ
SLIT3	0.000157932439151685	0.124224616371742	0.674	0.599	1	healthy	SLIT3
EPHX1	0.000166532611327944	0.15096773691131	0.413	0.332	1	healthy	EPHX1
PLXDC2	0.000181892481109932	0.149265924264071	0.452	0.366	1	healthy	PLXDC2
TGFBR2	0.000209432018782231	0.159059472356693	0.471	0.399	1	healthy	TGFBR2
PLAT	0.000234486190973144	0.148197703192384	0.271	0.192	1	healthy	PLAT
GFRA1	0.000239328273212254	0.134733474087212	0.308	0.227	1	healthy	GFRA1
ERGIC1	0.000310215661931647	0.11535542544703	0.404	0.322	1	healthy	ERGIC1
NORAD	0.00038401621072789	0.123519304007003	0.641	0.57	1	healthy	NORAD
NUMA1	0.000400146830158068	0.12150502924699	0.372	0.294	1	healthy	NUMA1
FLRT2	0.000423904782402841	0.146503678083401	0.282	0.211	1	healthy	FLRT2
AHR	0.000435960912909429	0.139888080244016	0.381	0.305	1	healthy	AHR
MGAT1	0.000438316604906881	0.120268774260565	0.294	0.221	1	healthy	MGAT1
APLP2	0.000460049658025458	0.1314865544495	0.871	0.853	1	healthy	APLP2
AKAP12	0.000460507512531677	0.1863382380514	0.616	0.562	1	healthy	AKAP12
PCOLCE	0.000462441784245157	0.136774345630566	0.475	0.39	1	healthy	PCOLCE
PLK2	0.000470075053026829	0.208319086323081	0.275	0.21	1	healthy	PLK2
TRIOBP	0.000582762198502435	0.109793982801979	0.27	0.202	1	healthy	TRIOBP
DST	0.000645657060867627	0.155869171464706	0.639	0.565	1	healthy	DST
MTUS1	0.000649757766565615	0.118940519154248	0.301	0.227	1	healthy	MTUS1
TUBB2A	0.000780332373163066	0.159357753352569	0.259	0.194	1	healthy	TUBB2A
CCPG1	0.000792197297878991	0.134883056062674	0.319	0.249	1	healthy	CCPG1
NFIC	0.000904237401977574	0.131485498536811	0.698	0.649	1	healthy	NFIC
PBX1	0.000908974853614342	0.142370802413068	0.606	0.556	1	healthy	PBX1
MAN1A1	0.000968735006511583	0.110632386944576	0.295	0.225	1	healthy	MAN1A1
TMEM176B	0.00108974300983454	0.102307940215378	0.47	0.388	1	healthy	TMEM176B
YPEL3	0.00109503947563699	0.115144988250745	0.379	0.311	1	healthy	YPEL3
FCGRT	0.0010971634819176	0.133974695908108	0.501	0.438	1	healthy	FCGRT
EPB41L2	0.0012083501426837	0.124827349654314	0.593	0.537	1	healthy	EPB41L2
CTSF	0.00126013324318447	0.117761028856281	0.37	0.304	1	healthy	CTSF
SFRP4	0.00127311043962536	0.468300453058246	0.359	0.291	1	healthy	SFRP4
CTSB	0.00127328161861002	0.125252788797215	0.761	0.696	1	healthy	CTSB
SFTPA2	0.00142180894784233	0.366462754798091	0.313	0.244	1	healthy	SFTPA2
GOLIM4	0.00143228468899006	0.113936811612242	0.332	0.264	1	healthy	GOLIM4
TRIP10	0.00148239887164196	0.140885678417502	0.412	0.349	1	healthy	TRIP10
HBP1	0.00150870303631915	0.121016895948297	0.336	0.272	1	healthy	HBP1
FMO2	0.00157273683631705	0.127386344233777	0.668	0.604	1	healthy	FMO2
CALR	0.00164827877250363	0.105762074366597	0.734	0.69	1	healthy	CALR
SNED1	0.00176363872445253	0.138330233422657	0.273	0.211	1	healthy	SNED1
EMP3	0.00179781083771854	0.118468949156978	0.342	0.272	1	healthy	EMP3
MAMDC2	0.00190417260370031	0.115950179731924	0.275	0.207	1	healthy	MAMDC2
OS9	0.00209523125055606	0.124733944087274	0.537	0.48	1	healthy	OS9
GPC3	0.00268624014681382	0.119434247934183	0.508	0.421	1	healthy	GPC3
OGA	0.00271096963052649	0.107723635557252	0.321	0.258	1	healthy	OGA
SLC40A1	0.00288181809818665	0.169405903978188	0.379	0.318	1	healthy	SLC40A1
TMBIM1	0.00299987527578185	0.120774851698083	0.508	0.459	1	healthy	TMBIM1
ABCA6	0.00332588920007131	0.100565158895045	0.37	0.304	1	healthy	ABCA6
PODN	0.00374022977928671	0.146542727592326	0.495	0.426	1	healthy	PODN
HSD17B11	0.00379322828637656	0.113653406171502	0.277	0.221	1	healthy	HSD17B11
SERPINB1	0.00404102077541397	0.105463460734113	0.304	0.246	1	healthy	SERPINB1
THSD4	0.00404448138204493	0.110204138256644	0.278	0.214	1	healthy	THSD4
LENG8	0.00414898213970458	0.139162825584787	0.326	0.271	1	healthy	LENG8
VAT1	0.0056411738979518	0.109582730748688	0.335	0.28	1	healthy	VAT1
CES1	0.00576810054231247	0.219421976289407	0.35	0.304	1	healthy	CES1
MXRA7	0.00577624589617773	0.116555323472025	0.479	0.432	1	healthy	MXRA7
PTGIS	0.00625300802586603	0.111020039002778	0.41	0.349	1	healthy	PTGIS
HOXA5	0.00681145452195269	0.117171327989871	0.333	0.275	1	healthy	HOXA5
CSF1	0.00695383178331535	0.120296183355006	0.295	0.239	1	healthy	CSF1
DPT	0.00846884823798588	0.104195688179339	0.504	0.418	1	healthy	DPT
RAC1	0.00953168229106541	0.102233560597946	0.803	0.793	1	healthy	RAC1
ECHDC2	0.00964266558892159	0.12604960332311	0.347	0.297	1	healthy	ECHDC2
NDRG1	0.00996379333566128	0.109329899945325	0.534	0.488	1	healthy	NDRG1
