Sample	Type
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
copd.o1	COPD
